stockid,year,TCbest,TBbest,TBdivTBmsy,areaid,stocklong,scientificname,commonname,group,kingdom,phylum,class,order,family,genus,AphiaID,Vulnerability,LongevityWild,Length,resilience_score,adjusted_catch,smoothed_catch,status,trend
PLAICNS,2014,134000,1030000,NA,multinational-ICES-IV,European Plaice North Sea,Pleuronectes platessa,European Plaice,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,26800,26800,NA,-2073.333333333576
PLAICVIIbc,2014,23,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,4.6000000000000005,4.666666666666667,NA,-0.09266666666667622
PLAICVIIh-k,2014,169,0,NA,multinational-ICES-VIIh-k,European Plaice VIIh-k,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,33.800000000000004,36.46666666666667,NA,-5.353333333333767
PLAICVIII-IXa,2014,220,0,NA,multinational-ICES-VIII-IXa,European Plaice VIII and IXa,Pleuronectes platessa,European Plaice,1,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,44,44.46666666666667,NA,-4.426666666666433
POLLFAPL,2014,23900,118000,NA,multinational-ICES-Vb1,Pollock Faroe Plateau,Pollachius virens,Pollock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126441,58.6,25,130,0.4,9560,11426.666666666666,NA,-553.3333333333763
POLLIEG,2014,45500,266000,NA,multinational-ICES-Va,Pollock Iceland Grounds,Pollachius virens,Pollock or saithe,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126441,58.6,25,130,0.4,18200,20573.333333333332,NA,-1556.0000000001694
POLLNEAR,2014,132000,631000,NA,multinational-ICES-I-II,Pollock Northeast Arctic,Pollachius virens,Pollock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126441,58.6,25,130,0.4,52800,56666.666666666664,NA,-3413.333333333674
POLLNS-VI-IIIa,2014,81800,396000,NA,multinational-ICES-IIIa-IV-VI,"Pollock ICES IIIa, VI and North Sea",Pollachius virens,Pollock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126441,58.6,25,130,0.4,32720,34280,NA,-2054.6666666668953
PORSHARNEATL,2014,7,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,1.4000000000000001,5.133333333333334,NA,-9.739999999999764
RBRMIX,2014,380,0,NA,multinational-ICES-IX,Red seabream IX,Pagellus bogaraveo,Red seabream,4,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Pagellus,127059,63.82,15,70,0.2,76,71.26666666666667,NA,2.746666666666693
RBRMVI-VII-VIII,2014,259,0,NA,multinational-ICES-VI-VII-VIII,Red seabream VI-VII-VIII,Pagellus bogaraveo,Red seabream,3,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Pagellus,127059,63.82,15,70,0.2,51.800000000000004,54.06666666666667,NA,-4.853333333333373
RBRMX,2014,663,0,NA,multinational-ICES-X,Red seabream Azores Grounds,Pagellus bogaraveo,Red seabream,4,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Pagellus,127059,63.82,15,70,0.2,132.6,131.2,NA,-3.446666666666699
REDDEEPDP-1-2-V-XII-XIV,2014,23800,0.52,NA,multinational-ICES-DP-1-2-V-XII-XIV,Beaked Redfish Areas V-XII-XIV and NAFO Subareas 1-2 (deep),Sebastes mentella,Beaked Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,4760,6846.666666666667,NA,-1368.666666666558
REDDEEPI-II,2014,18800,1200000,NA,multinational-ICES-I-II,Deepwater Redfish Northeast Arctic,Sebastes mentella,Deepwater Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,3760,2624.6666666666665,NA,704.666666666596
REDDEEPSH1-2-V-XII-XIV,2014,6420,0,NA,multinational-ICES-SH-1-2-V-XII-XIV,Beaked Redfish Areas V-XII-XIV and NAFO Subareas 1-2 (shallow),Sebastes mentella,Beaked Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,1284,741.3333333333334,NA,153.25333333334035
REDDEEPVa-XIV,2014,9500,0,NA,multinational-ICES-Va-XIV,Beaked Redfish Va and XIV,Sebastes mentella,Beaked Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,1900,2017.3333333333333,NA,-82.60000000000028
REDDEEPXIVb,2014,4610,0,NA,multinational-ICES-XIVb,Beaked Redfish Southeast Greenland,Sebastes mentella,Beaked Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,922,1174,NA,-137.2000000000007
RGURNNEATL,2014,5100,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Red gurnard Northeast Atlantic,Chelidonichthys cuculus,Red gurnard,3,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Chelidonichthys,127259,46.18,21,70,0.4,2040,1816,NA,16.400000000000567
RHGRENNEATL,2014,654,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Roughhead grenadier Northeast Atlantic,Macrourus berglax,Roughhead grenadier,3,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Macrourus,126472,74.77,25,110,0.2,130.8,364.93333333333334,NA,86.54666666666284
RNGENI-II-IV-Va2-VIII-IX-XIVab2,2014,51,0,NA,multinational-ICES-I-II-IV-Va2-VIII-IX-XIVab2,Roundnose grenadier I-II-IV-Va2-VIII-IX-XIVab2,Coryphaenoides rupestris,Roundnose grenadier,3,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,158960,72.09,54,110,0.2,10.200000000000001,16.200000000000003,NA,-2.533333333333144
RNGENMATLR,2014,3080,0,NA,multinational-ICES-MATLR,Roundnose grenadier Mid-Atlantic Ridge,Coryphaenoides rupestris,Roundnose grenadier,4,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,158960,72.09,54,110,0.2,616,587.3333333333334,NA,-44.573333333327156
RNGENVb-VI-VII-XIIb,2014,2070,0,0.542,multinational-ICES-Vb-VI-VII-XIIb,Roundnose grenadier Vb-VI-VII-XIIb,Coryphaenoides rupestris,Roundnose grenadier,3,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,158960,72.09,54,110,0.2,414,1000.6666666666666,0.542,-231.00000000000117
RNGRENIIIa,2014,1,0,NA,multinational-ICES-IIIa,Roundnose grenadier Kattegat and Skagerrak,Coryphaenoides rupestris,Roundnose grenadier,4,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,158960,72.09,54,110,0.2,0.2,0.2,NA,0.013333333333333336
SARDPVIIIc-IXa,2014,27900,118000,NA,multinational-ICES-VIIIc-IXa,European pilchard ICES VIIIc-IXa,Sardina pilchardus,European pilchard,1,Animalia,Chordata,Teleostei,Clupeiformes,Alosidae,Sardina,126421,30.31,15,27.5,0.6,16740,25720,NA,-3942.0000000002506
SARDVII,2014,6310,0,NA,multinational-ICES-VII,Sardine ICES VII,Sardina pilchardus,Sardine,3,Animalia,Chordata,Teleostei,Clupeiformes,Alosidae,Sardina,126421,30.31,15,27.5,0.6,3786,4080,NA,594.7999999999304
SARDVIIIabd,2014,33900,0,NA,multinational-ICES-VIIIabd,Sardine ICES VIIIabd,Sardina pilchardus,Sardine,2,Animalia,Chordata,Teleostei,Clupeiformes,Alosidae,Sardina,126421,30.31,15,27.5,0.6,20340,19460,NA,-1878.0000000001908
SDRAYVI-VII,2014,60.5,0,NA,multinational-ICES-VI-VII,Sandy ray ICES VI-VII,Leucoraja circularis,Sandy ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Leucoraja,105873,72,NA,120,0.2,12.100000000000001,11.22,NA,0.17600000000002805
SEELNSSA1,2014,78800,351000,NA,multinational-ICES-SA1,Sand eel SA 1,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELNSSA2,2014,48000,174000,NA,multinational-ICES-SA2,Sand eel SA 2,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELNSSA3,2014,90900,535000,NA,multinational-ICES-SA3,Sand eel SA 3,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELNSSA4,2014,4310,0,NA,multinational-ICES-SA4,Sand eel Sandeel Area 4,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELNSSA5,2014,0,0,NA,multinational-ICES-SA5,Sand eel SA 5,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELNSSA6,2014,79,0,NA,multinational-ICES-SA6,Sand eel SA 6,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELNSSA7,2014,0,0,NA,multinational-ICES-SA7,Sand eel SA 7,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEELVIa,2014,0,0,NA,multinational-ICES-VIa,Sand eel West of Scotland,Ammodytes spp,Sand eel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SERAYVIIde,2014,48.9,0,NA,multinational-ICES-VIIde,Smalleyed ray VIIde,Raja microocellata,Smalleyed ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105885,54.8,NA,87,0.4,19.560000000000002,19.373333333333335,NA,0.9786666666666906
SERAYVIIf-g,2014,200,0,NA,multinational-ICES-VIIf-g,Smalleyed ray Celtic Sea,Raja microocellata,Smalleyed ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105885,54.8,NA,87,0.4,80,104.13333333333334,NA,-4.48000000000044
SGRAYVI-VII,2014,211,0,NA,multinational-ICES-VI-VII,Shagreen ray ICES VI-VII,Leucoraja fullonica,Shagreen ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Leucoraja,105874,72,NA,120,0.2,42.2,47.66666666666667,NA,-3.160000000000144
SHSPPNEATL,2014,3280,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Smooth-hound Northeast Atlantic,Mustelus spp,Smooth-hound,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOLECS,2014,1060,3640,NA,multinational-ICES-VIIf-g,Common sole Celtic Sea,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,636,664,NA,-75.840000000007
SOLEIIIa-2224,2014,335,2730,NA,multinational-ICES-22-24-IIIa,Common sole 22-24-IIIa,Solea solea,Common sole,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,201,205,NA,-2.2599999999998053
SOLEIS,2014,107,989,NA,multinational-ICES-VIIa,Common sole Irish Sea,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,64.2,117.2,NA,-24.38000000000146
SOLENS,2014,13100,54900,NA,multinational-ICES-IV,Common sole North Sea,Solea solea,Common sole,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,7860,7560,NA,-446.00000000006236
SOLEVIIbc,2014,26,0,NA,multinational-ICES-VIIbc,Common sole VIIbc,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,15.6,20.8,NA,-0.7079999999999768
SOLEVIId,2014,5180,23100,NA,multinational-ICES-VIId,Common sole ICES VIId,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,3108,2936,NA,-469.0000000000456
SOLEVIIe,2014,885,4480,NA,multinational-ICES-VIIe,Common sole Western English Channel,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,531,528,NA,-25.580000000002794
SOLEVIIh-k,2014,83,0,NA,multinational-ICES-VIIh-k,Common sole VIIh-k,Solea solea,Common sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,49.8,53.6,NA,-1.7800000000002019
SOLEVIIIab,2014,3930,12900,NA,multinational-ICES-VIIIab,Common sole VIIIab,Solea solea,Common sole,2,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,127160,34.95,26.399999618530273,70,0.6,2358,2498,NA,-262.80000000002633
SPRAT22-32,2014,244000,1170000,NA,multinational-ICES-22-32,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,Sprat,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus,126425,24.52,6,16,0.6,146400,149400,NA,-8220.000000001055
SPRATIIIa,2014,23800,0,NA,multinational-ICES-IIIa,Sprat Kattegat and Skagerrak,Sprattus sprattus,Sprat,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus,126425,24.52,6,16,0.6,14280,7862,NA,545.7999999999982
SPRATNS,2014,193000,5120000,NA,multinational-ICES-IV,Sprat North Sea,Sprattus sprattus,Sprat,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus,126425,24.52,6,16,0.6,115800,72100,NA,2053.9999999989677
SPRATVIIde,2014,3660,0,NA,multinational-ICES-VIIde,Sprat VIIde,Sprattus sprattus,Sprat,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus,126425,24.52,6,16,0.6,2196,2384,NA,-132.60000000000096
SPRATVI-VIIabcfghijk,2014,4390,0,NA,multinational-ICES-VI-VIIabcfghijk,Sprat VI and VIIabcfghijk,Sprattus sprattus,Sprat,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus,126425,24.52,6,16,0.6,2634,4442,NA,106.99999999999909
SPRAYIIIa-IV-VIId,2014,214,0,NA,multinational-ICES-IIIa-IV-VIId,"Spotted ray IIIa, VIId and North Sea",Raja montagui,Spotted ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105887,58.24,18,102,0.4,85.60000000000001,106.4,NA,-7.093333333332734
SPRAYIXa,2014,87.2,0,NA,multinational-ICES-IXa,Spotted ray Portugese Waters -East,Raja montagui,Spotted ray,1,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105887,58.24,18,102,0.4,34.88,41.626666666666665,NA,-11.509333333333696
SPRAYVIIaefgh,2014,1040,0,NA,multinational-ICES-VIIaefgh,Spotted ray ICES VIIaefgh,Raja montagui,Spotted ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105887,58.24,18,102,0.4,416,454.6666666666667,NA,-16.1333333333347
SPRAYVIII,2014,161,0,NA,multinational-ICES-VIII,Spotted ray Bay of Biscay,Raja montagui,Spotted ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105887,58.24,18,102,0.4,64.4,53.733333333333334,NA,5.530666666666889
SPRAYVI-VIIbj,2014,125,0,NA,multinational-ICES-VI-VIIbj,Spotted ray ICES VI-VIIbj,Raja montagui,Spotted ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105887,58.24,18,102,0.4,50,33.82666666666667,NA,5.173333333333538
SPURDNEATL,2014,0,48600,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Squalus acanthias,Spurdog,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,105923,64.24,75,160,0.2,0,0,NA,0
STRAYII-IIIa-IV,2014,0,0,NA,multinational-ICES-II-IIIa-IV,Starry ray ICES II-IIIa-IV,Amblyraja radiata,Starry ray,4,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,105865,50.85,28,105,0.4,0,0,NA,0
STRMULLIIIa-IV-VIId,2014,1720,0,NA,multinational-ICES-IIIa-IV-VIId,"Striped red mullet IIIa, VIId and North Sea",Mullus surmuletus,Striped red mullet,3,Animalia,Chordata,Teleostei,Mulliformes,Mullidae,Mullus,126986,41.64,11,40,0.4,688,380.6666666666667,NA,176.559999999979
STRMULLVI-VIIabcefghijk-VIII-IXa,2014,1470,0,NA,multinational-ICES-VI-VIIabcefghijk-VIII-IXa,Striped red mullet ICES VI-VIIabcefghijk-VIII-IXa,Mullus surmuletus,Striped red mullet,1,Animalia,Chordata,Teleostei,Mulliformes,Mullidae,Mullus,126986,41.64,11,40,0.4,588,684,NA,-86.79999999999625
STROUT22-32,2014,220,0,NA,multinational-ICES-22-32,Sea trout Baltic Areas 22-32,Salmo trutta,Sea trout,4,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,127187,59.96,38,140,0.4,88,95.06666666666668,NA,-17.719999999999338
TBSKAIIIa-IV-VIId,2014,1910,0,NA,multinational-ICES-IIIa-IV-VIId,"Thornback skate IIIa, VIId and North Sea",Raja clavata,Thornback skate,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105883,60.11,15,105,0.2,382,358,NA,19.999999999999066
TBSKAIXa,2014,817,0,NA,multinational-ICES-IXa,Thornback skate Portugese Waters -East,Raja clavata,Thornback skate,1,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105883,60.11,15,105,0.2,163.4,159.33333333333334,NA,-1.5666666666667532
TBSKAVI,2014,236,0,NA,multinational-ICES-VI,Thornback skate ICES VI,Raja clavata,Thornback skate,4,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105883,60.11,15,105,0.2,47.2,43.86666666666667,NA,6.013333333333552
TBSKAVIIafg,2014,790,0,NA,multinational-ICES-VIIafg,Thornback skate ICES VIIafg,Raja clavata,Thornback skate,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105883,60.11,15,105,0.2,158,200,NA,5.279999999999856
TBSKAVIIe,2014,379,0,NA,multinational-ICES-VIIe,Thornback skate Western English Channel,Raja clavata,Thornback skate,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105883,60.11,15,105,0.2,75.8,64,NA,8.346666666667021
TBSKAVIII,2014,585,0,NA,multinational-ICES-VIII,Thornback skate Bay of Biscay,Raja clavata,Thornback skate,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105883,60.11,15,105,0.2,117,107.06666666666666,NA,4.053333333333434
TPSHARNEATL,2014,462,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Tope shark Northeast Atlantic,Galeorhinus galeus,Tope shark,3,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,105820,75.77,55,193,0.2,92.4,94.06666666666668,NA,-1.7466666666666235
TUR2232,2014,337,0,NA,multinational-ICES-22-32,Turbot Baltic Areas 22-32,Scophthalmus maximus,Turbot,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Scophthalmus,127149,59.94,25.200000762939453,100,0.4,134.8,138,NA,-2.333333333333353
TURIIIa,2014,131,0,NA,multinational-ICES-IIIa,Turbot Kattegat and Skagerrak,Scophthalmus maximus,Turbot,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Scophthalmus,127149,59.94,25.200000762939453,100,0.4,52.400000000000006,58.66666666666667,NA,4.7066666666662895
TURIV,2014,2990,0,NA,multinational-ICES-IV,Turbot North Sea,Scophthalmus maximus,Turbot,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Scophthalmus,127149,59.94,25.200000762939453,100,0.4,1196,809.3333333333334,NA,351.7333333333103
URAYVIIde,2014,854,0,NA,multinational-ICES-VIIde,Undulate ray VIIde,Raja undulata,Undulate ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105891,66.2,NA,100,0.2,170.8,339.6,NA,-42.56000000000019
URAYVIIIab,2014,248,0,NA,multinational-ICES-VIIIab,Undulate ray VIIIab,Raja undulata,Undulate ray,2,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105891,66.2,NA,100,0.2,49.6,45.6,NA,4.83333333333335
WANGLVIIIc-IXa,2014,2030,12600,NA,multinational-ICES-VIIIc-IXa,White anglerfish VIIIc-IXa,Lophius piscatorius,White anglerfish,1,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,126555,63.84,24,200,0.2,406,331.3333333333333,NA,-24.86666666667035
WANGLVII-VIIIabd,2014,30300,97100,NA,multinational-ICES-VII-VIIIabd,White anglerfish VII and VIIIabd,Lophius piscatorius,White anglerfish,2,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,126555,63.84,24,200,0.2,6060,6206.666666666667,NA,-448.66666666672006
WHITIIIa,2014,1020,0,NA,multinational-ICES-IIIa,Whiting Kattegat and Skagerrak,Merlangius merlangus,Whiting,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,204,140.4,NA,36.84666666666336
WHITNS-VIId,2014,28400,476000,NA,multinational-ICES-IV-VIId,Whiting NS-VIId,Merlangius merlangus,Whiting,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,5680,5680,NA,-248.66666666671316
WHITVIa,2014,767,10900,NA,multinational-ICES-VIa,Whiting ICES VIa,Merlangius merlangus,Whiting,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,153.4,198.46666666666667,NA,-30.586666666666915
WHITVIb,2014,28,0,NA,multinational-ICES-VIb,Whiting Rockall Bank,Merlangius merlangus,Whiting,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,5.6000000000000005,2.1333333333333333,NA,-0.6399999999999872
WHITVIIa,2014,1970,2820,NA,multinational-ICES-VIIa,Whiting Irish Sea,Merlangius merlangus,Whiting,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,394,290.06666666666666,NA,-14.046666666666882
WHITVIIek,2014,16800,128000,NA,multinational-ICES-VIIe-k,Whiting ICES VIIe-k,Merlangius merlangus,Whiting,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,3360,2933.3333333333335,NA,138.66666666666652
WHITVIII-IXa,2014,1650,0,NA,multinational-ICES-VIII-IXa,Whiting VIII and IXa,Merlangius merlangus,Whiting,1,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,330,370.6666666666667,NA,-5.400000000000483
WITFLOUNIIIa-IV-VIId,2014,2670,0,NA,multinational-ICES-IIIa-IV-VIId,"Witch flounder IIIa, VIId and North Sea",Glyptocephalus cynoglossus,Witch flounder,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Glyptocephalus,127136,67.66,25,60,0.2,534,442.6666666666667,NA,45.26666666666351
ANCHIXa,2015,9420,0,NA,multinational-ICES-IXa,Anchovy Portugese Waters -East,Engraulis encrasicolus,Anchovy,1,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis,126426,28.59,5,20,0.6,5652,5050,NA,-1173.4000000001392
ANCHOBAYB,2015,28300,147000,NA,multinational-ICES-VIII,Anchovy ICES VIII,Engraulis encrasicolus,Anchovy,3,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis,126426,28.59,5,20,0.6,16980,12520,NA,1704.000000000009
ANGLVIIIc-IXa,2015,1200,0,1.09,multinational-ICES-VIIIc-IXa,Black bellied angler VIIIc-IXa,Lophius budegassa,Black bellied angler,1,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,126554,67.7,21,100,0.2,240,231.33333333333334,1,-22.04666666666917
ANGLVII-VIIIabd,2015,11100,0,NA,multinational-ICES-VII-VIIIabd,Black bellied angler VII and VIIIabd,Lophius budegassa,Black bellied angler,2,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,126554,67.7,21,100,0.2,2220,2420,NA,64.86666666666673
BERYXSPPNEATL,2015,365,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Beryx spp Northeast Atlantic,Beryx spp,Beryx spp,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BJMACKXa2,2015,1540,0,NA,multinational-ICES-Xa2,Blue jack mackerel Azores (Xa2),Trachurus picturatus,Blue jack mackerel,4,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Trachurus,126821,68.02,18,60,0.2,308,316,NA,-20.18666666666677
BKSFNEATL,2015,6.33,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Black scabbardfish Northeast Atlantic,Aphanopus carbo,Black scabbardfish,3,Animalia,Chordata,Teleostei,Scombriformes,Trichiuridae,Aphanopus,127085,64.37,NA,151,0.2,1.266,1.1993333333333334,NA,-0.03726666666666683
BLINGI-II-IIIa-IVa-VIII-IX-XII,2015,208,0,NA,multinational-ICES-I-II-IIIa-IVa-VIII-IX-XII,Blue ling I-II-IIIa-IVa-VIII-IX-XII,Molva dypterygia,Blue ling,3,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Molva,126459,75.46,20,155,0.2,41.6,64.6,NA,-32.419999999997245
BLINGVa-XIV,2015,1820,0,NA,multinational-ICES-Va-XIV,Blue ling Va and XIV,Molva dypterygia,Blue ling,4,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Molva,126459,75.46,20,155,0.2,364,448.6666666666667,NA,-188.34666666666735
