"year","scientificname","group","commonname","total_catch","total_biomass"
2013,"Gadus morhua",4,"Atlantic cod",1291758,5737120.733
2013,"Galeorhinus galeus",3,"Tope shark",483,0
2013,"Galeus melastomus",1,"Blackmouth dogfish",888,0
2013,"Galeus melastomus",3,"Blackmouth dogfish",0,0
2013,"Glyptocephalus cynoglossus",3,"Witch flounder",2020,0
2013,"Hoplostethus atlanticus",3,"Orange roughy",67,0
2013,"Lamna nasus",3,"Porbeagle shark",22,0
2013,"Lepidorhombus boscii",1,"Fourspotted megrim",1430,6400
2013,"Lepidorhombus spp",4,"Megrim spp",278,0
2013,"Lepidorhombus spp",4,"Megrim spp.",3060,0
2013,"Lepidorhombus whiffiagonis",1,"Megrim",250,1110
2013,"Lepidorhombus whiffiagonis",2,"Megrim",20900,70900
2013,"Leucoraja circularis",3,"Sandy ray",61.5,0
2013,"Leucoraja fullonica",3,"Shagreen ray",251,0
2013,"Leucoraja naevus",1,"Cuckoo ray",60.4,0
2013,"Leucoraja naevus",3,"Cuckoo ray",3030,0
2013,"Leucoraja naevus",4,"Cuckoo ray",124,0
2013,"Limanda limanda",4,"Dab",61480,1.25
2013,"Lophius budegassa",1,"Black bellied angler",1170,0
2013,"Lophius budegassa",2,"Black bellied angler",12800,0
2013,"Lophius piscatorius",1,"White anglerfish",1540,11700
2013,"Lophius piscatorius",2,"White anglerfish",32300,93200
2013,"Macrourus berglax",3,"Roughhead grenadier",1280,0
2013,"Mallotus villosus",4,"Capelin",319000,3960000
2013,"Melanogrammus aeglefinus",3,"Haddock",16036,108300
2013,"Melanogrammus aeglefinus",4,"Haddock",290090,1552500
2013,"Merlangius merlangus",1,"Whiting",2000,0
2013,"Merlangius merlangus",3,"Whiting",42481,440630
2013,"Merlangius merlangus",4,"Whiting",1919,8550
2013,"Merluccius merluccius",1,"Hake",13900,21000
2013,"Merluccius merluccius",2,"Hake",89400,302000
2013,"Micromesistius poutassou",3,"Blue whiting",614000,5390000
2013,"Microstomus kitt",3,"Lemon sole",4550,0
2013,"Molva dypterygia",3,"Blue ling",3090,0
2013,"Molva dypterygia",4,"Blue ling",3220,0
2013,"Molva molva",3,"Ling",16800,0
2013,"Molva molva",4,"Ling",24650,57700
2013,"Mullus surmuletus",1,"Striped red mullet",1510,0
2013,"Mullus surmuletus",3,"Striped red mullet",409,0
2013,"Mustelus spp",3,"Smooth-hound",3410,0
2013,"Nephrops norvegicus",2,"Norway lobster",3900,0
2013,"Nephrops norvegicus",3,"Norway lobster",194,0
2013,"Nephrops norvegicus",4,"Norway lobster",48510.42,0
2013,"Pagellus bogaraveo",3,"Red seabream",295,0
2013,"Pagellus bogaraveo",4,"Red seabream",964,0
2013,"Pandalus borealis",4,"Northern shrimp",28500,19001.37
2013,"Phycis blennoides",3,"Greater forkbeard",3330,0
2013,"Platichthys flesus",4,"European flounder",24357,0
2013,"Pleuronectes platessa",1,"European Plaice",196,0
2013,"Pleuronectes platessa",3,"European Plaice",9414,19311.55
2013,"Pleuronectes platessa",4,"European Plaice",131110,914501.04
2013,"Pollachius pollachius",1,"European pollack",1810,0
2013,"Pollachius pollachius",4,"European pollack",1540,0
2013,"Pollachius virens",4,"Pollock",246700,1098000
2013,"Pollachius virens",4,"Pollock or saithe",57500,260000
2013,"Raja brachyura",1,"Blonde ray",182,0
2013,"Raja brachyura",3,"Blonde ray",1789,0
2013,"Raja brachyura",4,"Blonde ray",24.1,0
2013,"Raja clavata",1,"Thornback skate",809,0
2013,"Raja clavata",3,"Thornback skate",3799,0
2013,"Raja clavata",4,"Thornback skate",241,0
2013,"Raja microocellata",3,"Smalleyed ray",282.1,0
2013,"Raja montagui",1,"Spotted ray",115,0
2013,"Raja montagui",3,"Spotted ray",1520.8,0
2013,"Raja undulata",2,"Undulate ray",230,0
2013,"Raja undulata",3,"Undulate ray",2220,0
2013,"Reinhardtius hippoglossoides",4,"Greenland halibut",27022200,683000
2013,"Salmo trutta",4,"Sea trout",212,0
2013,"Sardina pilchardus",1,"European pilchard",45800,117000
2013,"Sardina pilchardus",2,"Sardine",32500,0
2013,"Sardina pilchardus",3,"Sardine",7780,0
2013,"Scomber scombrus",2,"Mackerel",932000,4750000
2013,"Scophthalmus maximus",4,"Turbot",3538,0
2013,"Scophthalmus rhombus",3,"Brill",0,0
2013,"Scophthalmus rhombus",4,"Brill",31,0
2013,"Scyliorhinus canicula",1,"Lesser spotted dogfish",1100,0
2013,"Scyliorhinus canicula",2,"Lesser spotted dogfish",3540,0
2013,"Scyliorhinus canicula",3,"Lesser spotted dogfish",5690,0
2013,"Sebastes mentella",4,"Beaked Redfish",63150,0.54
2013,"Sebastes mentella",4,"Deepwater Redfish",9470,1080000
2013,"Sebastes norvegicus",4,"Golden Redfish",58810,556900
2013,"Solea solea",2,"Common sole",4240,15700
2013,"Solea solea",3,"Common sole",7126,34500
2013,"Solea solea",4,"Common sole",13432,54630
2013,"Sprattus sprattus",3,"Sprat",10210,0
2013,"Sprattus sprattus",4,"Sprat",358410,3900000
2013,"Squalus acanthias",3,"Spurdog",0,47400
2013,"Trachurus picturatus",4,"Blue jack mackerel",1590,0
2013,"Trachurus trachurus",1,"Horse mackerel",29000,0
2013,"Trachurus trachurus",3,"Horse mackerel",183600,1190000
2013,"Trisopterus esmarkii",4,"Norway pout",82100,306000
2014,"Amblyraja radiata",4,"Starry ray",0,0
2014,"Ammodytes spp",4,"Sand eel",222089,1060000
2014,"Aphanopus carbo",3,"Black scabbardfish",5.57,0
2014,"Argentina silus",3,"Greater silver smelt",22,0
2014,"Argentina silus",4,"Greater silver smelt",39540,0
2014,"Beryx spp",3,"Beryx spp",282,0
2014,"Brosme brosme",3,"Tusk",4590,0
2014,"Brosme brosme",4,"Tusk",14938,35400
2014,"Capros aper",3,"Boarfish",45200,0.661
2014,"Centrophorus squamosus",3,"Leafscale gulper shark",33,0
2014,"Cetorhinus maximus",3,"Basking shark",0,0
2014,"Chelidonichthys cuculus",3,"Red gurnard",5100,0
2014,"Clupea harengus",3,"Herring",568900,5040000
2014,"Clupea harengus",4,"Herring",867700,9005000
2014,"Coryphaenoides rupestris",3,"Roundnose grenadier",2121,0
2014,"Coryphaenoides rupestris",4,"Roundnose grenadier",3081,0
2014,"Dalatias licha",3,"Kitefin shark",0,0
2014,"Dicentrarchus labrax",1,"European seabass",917,0
2014,"Dicentrarchus labrax",2,"European seabass",2990,0
2014,"Dicentrarchus labrax",3,"European seabass",2712,16500
2014,"Engraulis encrasicolus",1,"Anchovy",10200,0
2014,"Engraulis encrasicolus",3,"Anchovy",20100,82100
2014,"Eutrigla gurnardus",3,"Grey gurnard",8600,0
2014,"Gadus morhua",3,"Atlantic Cod",4620,9490
2014,"Gadus morhua",3,"Atlantic cod",46297,287330
2014,"Gadus morhua",4,"Atlantic cod",1322095,4177541.14
2014,"Galeorhinus galeus",3,"Tope shark",462,0
2014,"Galeus melastomus",1,"Blackmouth dogfish",1270,0
2014,"Galeus melastomus",3,"Blackmouth dogfish",0,0
2014,"Glyptocephalus cynoglossus",3,"Witch flounder",2670,0
2014,"Hoplostethus atlanticus",3,"Orange roughy",48,0
2014,"Lamna nasus",3,"Porbeagle shark",7,0
2014,"Lepidorhombus boscii",1,"Fourspotted megrim",1940,7230
2014,"Lepidorhombus spp",4,"Megrim spp",343,0
2014,"Lepidorhombus spp",4,"Megrim spp.",2810,0
2014,"Lepidorhombus whiffiagonis",1,"Megrim",399,1130
2014,"Lepidorhombus whiffiagonis",2,"Megrim",15800,86500
2014,"Leucoraja circularis",3,"Sandy ray",60.5,0
2014,"Leucoraja fullonica",3,"Shagreen ray",211,0
2014,"Leucoraja naevus",1,"Cuckoo ray",61.2,0
2014,"Leucoraja naevus",3,"Cuckoo ray",3210,0
2014,"Leucoraja naevus",4,"Cuckoo ray",153,0
2014,"Limanda limanda",4,"Dab",60070,1.4
2014,"Lophius budegassa",1,"Black bellied angler",1100,0
2014,"Lophius budegassa",2,"Black bellied angler",12400,0
2014,"Lophius piscatorius",1,"White anglerfish",2030,12600
2014,"Lophius piscatorius",2,"White anglerfish",30300,97100
2014,"Macrourus berglax",3,"Roughhead grenadier",654,0
2014,"Mallotus villosus",4,"Capelin",584000,1950000
2014,"Melanogrammus aeglefinus",3,"Haddock",14010,82800
2014,"Melanogrammus aeglefinus",4,"Haddock",263400,1695300
2014,"Merlangius merlangus",1,"Whiting",1650,0
2014,"Merlangius merlangus",3,"Whiting",47170,606820
2014,"Merlangius merlangus",4,"Whiting",1815,10900
2014,"Merluccius merluccius",1,"Hake",14500,21200
2014,"Merluccius merluccius",2,"Hake",97000,339000
2014,"Micromesistius poutassou",3,"Blue whiting",1150000,6420000
2014,"Microstomus kitt",3,"Lemon sole",5120,0
2014,"Molva dypterygia",3,"Blue ling",3211,0
2014,"Molva dypterygia",4,"Blue ling",1690,0
2014,"Molva molva",3,"Ling",17000,0
2014,"Molva molva",4,"Ling",30460,60000
2014,"Mullus surmuletus",1,"Striped red mullet",1470,0
2014,"Mullus surmuletus",3,"Striped red mullet",1720,0
2014,"Mustelus spp",3,"Smooth-hound",3280,0
2014,"Nephrops norvegicus",2,"Norway lobster",4130,0
2014,"Nephrops norvegicus",3,"Norway lobster",174,0
2014,"Nephrops norvegicus",4,"Norway lobster",50006.3,0
2014,"Pagellus bogaraveo",3,"Red seabream",259,0
2014,"Pagellus bogaraveo",4,"Red seabream",1043,0
2014,"Pandalus borealis",4,"Northern shrimp",33100,29401.47
2014,"Phycis blennoides",3,"Greater forkbeard",3430,0
2014,"Platichthys flesus",4,"European flounder",23893,0
2014,"Pleuronectes platessa",1,"European Plaice",220,0
2014,"Pleuronectes platessa",3,"European Plaice",10323,20161.46
2014,"Pleuronectes platessa",4,"European Plaice",138900,1042101.1
2014,"Pollachius pollachius",1,"European pollack",1960,0
2014,"Pollachius pollachius",4,"European pollack",1610,0
2014,"Pollachius virens",4,"Pollock",237700,1145000
2014,"Pollachius virens",4,"Pollock or saithe",45500,266000
2014,"Raja brachyura",1,"Blonde ray",171,0
2014,"Raja brachyura",3,"Blonde ray",1955,0
2014,"Raja brachyura",4,"Blonde ray",10,0
2014,"Raja clavata",1,"Thornback skate",817,0
2014,"Raja clavata",3,"Thornback skate",3664,0
2014,"Raja clavata",4,"Thornback skate",236,0
2014,"Raja microocellata",3,"Smalleyed ray",248.9,0
2014,"Raja montagui",1,"Spotted ray",87.2,0
2014,"Raja montagui",3,"Spotted ray",1540,0
2014,"Raja undulata",2,"Undulate ray",248,0
2014,"Raja undulata",3,"Undulate ray",854,0
2014,"Reinhardtius hippoglossoides",4,"Greenland halibut",21123000,684000
2014,"Salmo trutta",4,"Sea trout",220,0
2014,"Sardina pilchardus",1,"European pilchard",27900,118000
2014,"Sardina pilchardus",2,"Sardine",33900,0
2014,"Sardina pilchardus",3,"Sardine",6310,0
2014,"Scomber scombrus",2,"Mackerel",1390000,4920000
2014,"Scophthalmus maximus",4,"Turbot",3458,0
2014,"Scophthalmus rhombus",3,"Brill",2090,0
2014,"Scophthalmus rhombus",4,"Brill",28,0
2014,"Scyliorhinus canicula",1,"Lesser spotted dogfish",985,0
2014,"Scyliorhinus canicula",2,"Lesser spotted dogfish",5960,0
2014,"Scyliorhinus canicula",3,"Lesser spotted dogfish",5890,0
2014,"Sebastes mentella",4,"Beaked Redfish",44330,0.52
2014,"Sebastes mentella",4,"Deepwater Redfish",18800,1200000
2014,"Sebastes norvegicus",4,"Golden Redfish",55140,546500
2014,"Solea solea",2,"Common sole",3930,12900
2014,"Solea solea",3,"Common sole",7341,32209
2014,"Solea solea",4,"Common sole",13435,57630
2014,"Sprattus sprattus",3,"Sprat",8050,0
2014,"Sprattus sprattus",4,"Sprat",460800,6290000
2014,"Squalus acanthias",3,"Spurdog",0,48600
2014,"Trachurus picturatus",4,"Blue jack mackerel",1610,0
2014,"Trachurus trachurus",1,"Horse mackerel",29000,0
2014,"Trachurus trachurus",3,"Horse mackerel",149400,1080000
2014,"Trisopterus esmarkii",4,"Norway pout",44208,137000
2015,"Ammodytes spp",4,"Sand eel",310489,0
2015,"Aphanopus carbo",3,"Black scabbardfish",6.33,0
2015,"Argentina silus",3,"Greater silver smelt",5,0
2015,"Argentina silus",4,"Greater silver smelt",39060,0
2015,"Beryx spp",3,"Beryx spp",365,0
2015,"Brosme brosme",3,"Tusk",5160,0
2015,"Brosme brosme",4,"Tusk",15166,33400
2015,"Capros aper",3,"Boarfish",17800,0.789
2015,"Chelidonichthys cuculus",3,"Red gurnard",3750,0
2015,"Clupea harengus",3,"Herring",537190,5153500
2015,"Clupea harengus",4,"Herring",758100,8997000
2015,"Coryphaenoides rupestris",3,"Roundnose grenadier",1091,0
2015,"Coryphaenoides rupestris",4,"Roundnose grenadier",863,0
2015,"Dicentrarchus labrax",1,"European seabass",821,0
2015,"Dicentrarchus labrax",2,"European seabass",2270,0
2015,"Dicentrarchus labrax",3,"European seabass",2110.8,14100
2015,"Engraulis encrasicolus",1,"Anchovy",9420,0
2015,"Engraulis encrasicolus",3,"Anchovy",28300,147000
2015,"Eutrigla gurnardus",3,"Grey gurnard",8450,0
2015,"Gadus morhua",3,"Atlantic Cod",4720,9360
2015,"Gadus morhua",3,"Atlantic cod",51608,259090
2015,"Gadus morhua",4,"Atlantic cod",1250732,3837071.4
2015,"Galeorhinus galeus",3,"Tope shark",501,0
2015,"Galeus melastomus",1,"Blackmouth dogfish",177,0
2015,"Galeus melastomus",3,"Blackmouth dogfish",0.26,0
2015,"Glyptocephalus cynoglossus",3,"Witch flounder",2240,0
2015,"Lepidorhombus boscii",1,"Fourspotted megrim",1750,7920
2015,"Lepidorhombus spp",4,"Megrim spp",453,0
2015,"Lepidorhombus spp",4,"Megrim spp.",2620,0
2015,"Lepidorhombus whiffiagonis",1,"Megrim",297,1280
2015,"Lepidorhombus whiffiagonis",2,"Megrim",13100,82600
2015,"Leucoraja circularis",3,"Sandy ray",62.6,0
2015,"Leucoraja fullonica",3,"Shagreen ray",196,0
2015,"Leucoraja naevus",1,"Cuckoo ray",34,0
2015,"Leucoraja naevus",3,"Cuckoo ray",3360,0
2015,"Leucoraja naevus",4,"Cuckoo ray",173,0
2015,"Limanda limanda",4,"Dab",53770,1.47
2015,"Lophius budegassa",1,"Black bellied angler",1200,0
2015,"Lophius budegassa",2,"Black bellied angler",11100,0
2015,"Lophius piscatorius",1,"White anglerfish",1770,12900
2015,"Lophius piscatorius",2,"White anglerfish",30200,101000
2015,"Mallotus villosus",4,"Capelin",289000,842000
2015,"Melanogrammus aeglefinus",3,"Haddock",16690,101800
2015,"Melanogrammus aeglefinus",4,"Haddock",282590,1662600
2015,"Merlangius merlangus",1,"Whiting",2200,0
2015,"Merlangius merlangus",3,"Whiting",57150,521950
2015,"Merlangius merlangus",4,"Whiting",2380,17900
2015,"Merluccius merluccius",1,"Hake",13800,21400
2015,"Merluccius merluccius",2,"Hake",101000,376000
2015,"Micromesistius poutassou",3,"Blue whiting",1390000,7830000
2015,"Microstomus kitt",3,"Lemon sole",4930,0
2015,"Molva dypterygia",3,"Blue ling",2958,0
2015,"Molva dypterygia",4,"Blue ling",1820,0
2015,"Molva molva",3,"Ling",16700,0
2015,"Molva molva",4,"Ling",27520,58700
2015,"Mullus surmuletus",1,"Striped red mullet",1970,0
2015,"Mullus surmuletus",3,"Striped red mullet",4490,0
2015,"Mustelus spp",3,"Smooth-hound",3350,0
2015,"Nephrops norvegicus",2,"Norway lobster",5390,0
2015,"Nephrops norvegicus",3,"Norway lobster",80.1,0
2015,"Nephrops norvegicus",4,"Norway lobster",42524.49,0
2015,"Pagellus bogaraveo",3,"Red seabream",179,0
2015,"Pagellus bogaraveo",4,"Red seabream",1215,0
2015,"Pandalus borealis",4,"Northern shrimp",33600,1.61
2015,"Phycis blennoides",3,"Greater forkbeard",4240,0
2015,"Platichthys flesus",4,"European flounder",19896,0
2015,"Pleuronectes platessa",1,"European Plaice",193,0
2015,"Pleuronectes platessa",3,"European Plaice",8267.1,23721.95
2015,"Pleuronectes platessa",4,"European Plaice",138357,903601.54
2015,"Pollachius pollachius",1,"European pollack",1610,0
2015,"Pollachius pollachius",4,"European pollack",1980,0
2015,"Pollachius virens",4,"Pollock",240400,1150000
2015,"Pollachius virens",4,"Pollock or saithe",48500,267000
2015,"Raja brachyura",1,"Blonde ray",218,0
2015,"Raja brachyura",3,"Blonde ray",2092,0
2015,"Raja brachyura",4,"Blonde ray",13.6,0
2015,"Raja clavata",1,"Thornback skate",724,0
2015,"Raja clavata",3,"Thornback skate",3324,0
2015,"Raja clavata",4,"Thornback skate",241,0
2015,"Raja microocellata",3,"Smalleyed ray",264,0
2015,"Raja montagui",1,"Spotted ray",68.1,0
2015,"Raja montagui",3,"Spotted ray",1357,0
2015,"Raja undulata",2,"Undulate ray",272,0
2015,"Raja undulata",3,"Undulate ray",632,0
2015,"Reinhardtius hippoglossoides",4,"Greenland halibut",25724700,678000
2015,"Salmo trutta",4,"Sea trout",192,0
2015,"Sardina pilchardus",1,"European pilchard",20600,112000
2015,"Sardina pilchardus",2,"Sardine",27300,0
2015,"Sardina pilchardus",3,"Sardine",9410,0
2015,"Scomber scombrus",2,"Mackerel",1210000,5730000
2015,"Scophthalmus maximus",4,"Turbot",3499,0
2015,"Scophthalmus rhombus",3,"Brill",2640,0
2015,"Scophthalmus rhombus",4,"Brill",40,0
2015,"Scyliorhinus canicula",1,"Lesser spotted dogfish",972,0
2015,"Scyliorhinus canicula",2,"Lesser spotted dogfish",10000,0
2015,"Scyliorhinus canicula",3,"Lesser spotted dogfish",6730,0
2015,"Sebastes mentella",4,"Beaked Redfish",48290,0.53
2015,"Sebastes mentella",4,"Deepwater Redfish",25800,1240000
2015,"Sebastes norvegicus",4,"Golden Redfish",55230,535900
2015,"Solea solea",2,"Common sole",3710,13000
2015,"Solea solea",3,"Common sole",5565.2,28400
2015,"Solea solea",4,"Common sole",13124,71450
2015,"Sprattus sprattus",3,"Sprat",14410,0
2015,"Sprattus sprattus",4,"Sprat",552800,4400000
2015,"Squalus acanthias",3,"Spurdog",0,49800
2015,"Trachurus picturatus",4,"Blue jack mackerel",1540,0
2015,"Trachurus trachurus",1,"Horse mackerel",32700,0
2015,"Trachurus trachurus",3,"Horse mackerel",112400,1e+06
2015,"Trisopterus esmarkii",4,"Norway pout",57401.22,419000
2016,"Ammodytes spp",4,"Sand eel",68943,0
2016,"Aphanopus carbo",3,"Black scabbardfish",6.01,0
2016,"Argentina silus",3,"Greater silver smelt",0,0
2016,"Argentina silus",4,"Greater silver smelt",42550,0
2016,"Beryx spp",3,"Beryx spp",300,0
2016,"Brosme brosme",3,"Tusk",4820,0
2016,"Brosme brosme",4,"Tusk",15280,32500
2016,"Capros aper",3,"Boarfish",19300,0.262
2016,"Chelidonichthys cuculus",3,"Red gurnard",3650,0
2016,"Clupea harengus",3,"Herring",591570,4891500
2016,"Clupea harengus",4,"Herring",847600,8013000
2016,"Coryphaenoides rupestris",3,"Roundnose grenadier",1428,0
2016,"Coryphaenoides rupestris",4,"Roundnose grenadier",661,0
2016,"Dicentrarchus labrax",1,"European seabass",947,0
2016,"Dicentrarchus labrax",2,"European seabass",2250,0
2016,"Dicentrarchus labrax",3,"European seabass",1490.1,12300
2016,"Engraulis encrasicolus",1,"Anchovy",0,0
2016,"Engraulis encrasicolus",3,"Anchovy",20700,153000
2016,"Eutrigla gurnardus",3,"Grey gurnard",12100,0
2016,"Gadus morhua",3,"Atlantic Cod",3520,10300
2016,"Gadus morhua",3,"Atlantic cod",51242,227650
2016,"Gadus morhua",4,"Atlantic cod",1252003,3322650.961
2016,"Galeorhinus galeus",3,"Tope shark",454,0
2016,"Galeus melastomus",1,"Blackmouth dogfish",169,0
2016,"Galeus melastomus",3,"Blackmouth dogfish",0.132,0
2016,"Glyptocephalus cynoglossus",3,"Witch flounder",2740,0
2016,"Lepidorhombus boscii",1,"Fourspotted megrim",1420,8070
2016,"Lepidorhombus spp",4,"Megrim spp",405,0
2016,"Lepidorhombus spp",4,"Megrim spp.",2960,0
2016,"Lepidorhombus whiffiagonis",1,"Megrim",298,1900
2016,"Lepidorhombus whiffiagonis",2,"Megrim",14000,107000
2016,"Leucoraja naevus",4,"Cuckoo ray",170,0
2016,"Limanda limanda",4,"Dab",49900,1.88
2016,"Lophius budegassa",1,"Black bellied angler",1140,0
2016,"Lophius budegassa",2,"Black bellied angler",12700,0
2016,"Lophius piscatorius",1,"White anglerfish",1810,13400
2016,"Lophius piscatorius",2,"White anglerfish",32700,112000
2016,"Mallotus villosus",4,"Capelin",3e+05,328000
2016,"Melanogrammus aeglefinus",3,"Haddock",19210,82300
2016,"Melanogrammus aeglefinus",4,"Haddock",320550,1619700
2016,"Merlangius merlangus",3,"Whiting",56680,371240
2016,"Merlangius merlangus",4,"Whiting",1660,21100
2016,"Merluccius merluccius",1,"Hake",14500,22700
2016,"Merluccius merluccius",2,"Hake",119000,391000
2016,"Micromesistius poutassou",3,"Blue whiting",1180000,8470000
2016,"Microstomus kitt",3,"Lemon sole",5010,0
2016,"Molva dypterygia",3,"Blue ling",3265,0
2016,"Molva dypterygia",4,"Blue ling",932,0
2016,"Molva molva",3,"Ling",19300,0
2016,"Molva molva",4,"Ling",24590,56100
2016,"Mullus surmuletus",1,"Striped red mullet",1730,0
2016,"Mullus surmuletus",3,"Striped red mullet",2580,0
2016,"Mustelus spp",3,"Smooth-hound",3410,0
2016,"Nephrops norvegicus",2,"Norway lobster",6620,0
2016,"Nephrops norvegicus",3,"Norway lobster",119,0
2016,"Nephrops norvegicus",4,"Norway lobster",46767,0
2016,"Pagellus bogaraveo",3,"Red seabream",165,0
2016,"Pagellus bogaraveo",4,"Red seabream",916,0
2016,"Pandalus borealis",4,"Northern shrimp",32100,1.67
2016,"Phycis blennoides",3,"Greater forkbeard",2690,0
2016,"Platichthys flesus",4,"European flounder",2440,0
2016,"Pleuronectes platessa",1,"European Plaice",173,0
2016,"Pleuronectes platessa",3,"European Plaice",10398.9,32592.08
2016,"Pleuronectes platessa",4,"European Plaice",143100,966502.05
2016,"Pollachius pollachius",4,"European pollack",1500,0
2016,"Pollachius virens",4,"Pollock",248700,1332000
2016,"Pollachius virens",4,"Pollock or saithe",49200,306000
2016,"Raja brachyura",3,"Blonde ray",147,0
2016,"Raja brachyura",4,"Blonde ray",13.8,0
2016,"Raja clavata",3,"Thornback skate",1820,0
2016,"Raja montagui",3,"Spotted ray",223,0
2016,"Raja undulata",2,"Undulate ray",225,0
2016,"Raja undulata",3,"Undulate ray",1500,0
2016,"Reinhardtius hippoglossoides",4,"Greenland halibut",25424900,666000
2016,"Salmo trutta",4,"Sea trout",232,0
2016,"Sardina pilchardus",1,"European pilchard",22700,137000
2016,"Sardina pilchardus",2,"Sardine",25400,0
2016,"Sardina pilchardus",3,"Sardine",19400,0
